Index,Pointer,Bit,Name
232,541274796,8,Military Training Facility 1F Front Office - Zombie
233,541274796,9,Military Training Facility 1F Front Office - Zombie
234,541274796,10,Military Training Facility 1F Front Office - Zombie
235,541274796,11,Military Training Facility 2F Warehouse Corridor - Zombie
236,541274796,12,Military Training Facility 2F Warehouse Corridor - Zombie
237,541274796,13,Military Training Facility 2F Warehouse Corridor - Hunter
238,541274796,14,Military Training Facility 2F Warehouse Corridor - Explosive
239,541274796,15,Military Training Facility 1F Elevator Corridor - ??? (Maybe The Detector?)
240,541274796,16,Military Training Facility 1F Elevator Corridor - Zombie
241,541274796,17,Military Training Facility 1F Elevator Corridor - Zombie
242,541274796,18,Military Training Facility B1 Basement Storehouse - Hunter
243,541274796,19,
244,541274796,20,Military Training Facility B1 Boiler Room - Zombie
245,541274796,21,Military Training Facility B1 Boiler Room - Zombie
246,541274796,22,Military Training Facility B1 Boiler Room - Zombie
247,541274796,23,Military Training Facility B1 Boiler Room - Zombie
248,541274796,24,Military Training Facility B3 Tomb - Glup Worm
249,541274796,25,Military Training Facility B1 Underground Passage - Spider
250,541274796,26,Military Training Facility B1 Underground Passage - Spider
251,541274796,27,Airport Check-in - Zombie
252,541274796,28,Airport Check-in - Zombie
253,541274796,29,Airport Check-in - Zombie
254,541274796,30,
255,541274796,31,Airport Check-in - Zombie
256,541274800,0,
257,541274800,1,
258,541274800,2,
259,541274800,3,Airport Bridge - Hunter
260,541274800,4,
261,541274800,5,
262,541274800,6,
263,541274800,7,
264,541274800,8,
265,541274800,9,
266,541274800,10,Antartic Transport Terminal B1 Silo - Tenticle
267,541274800,11,Antartic Transport Terminal B1 Silo - Tenticle
268,541274800,12,
269,541274800,13,
270,541274800,14,
271,541274800,15,
272,541274800,16,Antartic Transport Terminal B1 Tool Storeroom - Zombie
273,541274800,17,Antartic Transport Terminal B1 Tool Storeroom - Zombie
274,541274800,18,Antartic Transport Terminal B1 Tool Storeroom - Zombie
275,541274800,19,Antartic Transport Terminal B2 Frozen Corridor - Zombie
276,541274800,20,Antartic Transport Terminal B2 Frozen Corridor - Zombie
277,541274800,21,
278,541274800,22,
279,541274800,23,
280,541274800,24,
281,541274800,25,
282,541274800,26,
283,541274800,27,
284,541274800,28,
285,541274800,29,
286,541274800,30,
287,541274800,31,
288,541274804,0,
289,541274804,1,
290,541274804,2,
291,541274804,3,
292,541274804,4,
293,541274804,5,
294,541274804,6,
295,541274804,7,
296,541274804,8,
297,541274804,9,
298,541274804,10,
299,541274804,11,
300,541274804,12,
301,541274804,13,
302,541274804,14,
303,541274804,15,
304,541274804,16,
305,541274804,17,
306,541274804,18,
307,541274804,19,
308,541274804,20,
309,541274804,21,
310,541274804,22,
311,541274804,23,Antartic Transport Terminal B1 Mining Room - Zombie
312,541274804,24,Antartic Transport Terminal B1 Mining Room - Zombie
313,541274804,25,Antartic Transport Terminal B1 Mining Room - Zombie
314,541274804,26,Antartic Transport Terminal B1 Mining Room - Zombie
315,541274804,27,Antartic Transport Terminal B1 Mining Room - Zombie
316,541274804,28,
317,541274804,29,
318,541274804,30,
319,541274804,31,Antartic Transport Terminal B1 Corridor - Hunter
320,541274808,0,
321,541274808,1,
322,541274808,2,
323,541274808,3,
324,541274808,4,
325,541274808,5,
326,541274808,6,
327,541274808,7,
328,541274808,8,Antartic Transport Terminal B5 Mansion Courtyard - Hunter
329,541274808,9,
330,541274808,10,
331,541274808,11,
332,541274808,12,
333,541274808,13,
334,541274808,14,
335,541274808,15,
336,541274808,16,
337,541274808,17,
338,541274808,18,
339,541274808,19,
340,541274808,20,
341,541274808,21,
342,541274808,22,
343,541274808,23,
344,541274808,24,
345,541274808,25,
346,541274808,26,
347,541274808,27,
348,541274808,28,
349,541274808,29,
350,541274808,30,
351,541274808,31,
352,541274812,0,
353,541274812,1,
354,541274812,2,
355,541274812,3,
356,541274812,4,
357,541274812,5,
358,541274812,6,
359,541274812,7,
360,541274812,8,
361,541274812,9,
362,541274812,10,
363,541274812,11,
364,541274812,12,
365,541274812,13,
366,541274812,14,
367,541274812,15,
368,541274812,16,
369,541274812,17,
370,541274812,18,
371,541274812,19,
372,541274812,20,
373,541274812,21,
374,541274812,22,
375,541274812,23,
376,541274812,24,
377,541274812,25,
378,541274812,26,
379,541274812,27,
380,541274812,28,
381,541274812,29,
382,541274812,30,
383,541274812,31,
384,541274816,0,
385,541274816,1,
386,541274816,2,
387,541274816,3,
388,541274816,4,
389,541274816,5,
390,541274816,6,
391,541274816,7,
392,541274816,8,
393,541274816,9,
394,541274816,10,
395,541274816,11,
396,541274816,12,
397,541274816,13,
398,541274816,14,
399,541274816,15,
400,541274816,16,
401,541274816,17,
402,541274816,18,
403,541274816,19,
404,541274816,20,
405,541274816,21,
406,541274816,22,
407,541274816,23,
408,541274816,24,
409,541274816,25,
410,541274816,26,
411,541274816,27,
412,541274816,28,
413,541274816,29,
414,541274816,30,
415,541274816,31,
416,541274820,0,
417,541274820,1,
418,541274820,2,
419,541274820,3,
420,541274820,4,
421,541274820,5,
422,541274820,6,
423,541274820,7,
424,541274820,8,
425,541274820,9,
426,541274820,10,
427,541274820,11,
428,541274820,12,
429,541274820,13,
430,541274820,14,
431,541274820,15,
432,541274820,16,
433,541274820,17,
434,541274820,18,
435,541274820,19,
436,541274820,20,
437,541274820,21,
438,541274820,22,
439,541274820,23,
440,541274820,24,
441,541274820,25,
442,541274820,26,
443,541274820,27,
444,541274820,28,
445,541274820,29,
446,541274820,30,
447,541274820,31,
448,541274824,0,
449,541274824,1,
450,541274824,2,
451,541274824,3,
452,541274824,4,
453,541274824,5,
454,541274824,6,
455,541274824,7,
456,541274824,8,
457,541274824,9,
458,541274824,10,
459,541274824,11,
460,541274824,12,
461,541274824,13,
462,541274824,14,
463,541274824,15,
464,541274824,16,
465,541274824,17,
466,541274824,18,
467,541274824,19,
468,541274824,20,
469,541274824,21,
470,541274824,22,
471,541274824,23,
472,541274824,24,
473,541274824,25,
474,541274824,26,
475,541274824,27,
476,541274824,28,
477,541274824,29,
478,541274824,30,
479,541274824,31,
480,541274828,0,
481,541274828,1,
482,541274828,2,
483,541274828,3,
484,541274828,4,
485,541274828,5,
486,541274828,6,
487,541274828,7,
488,541274828,8,
489,541274828,9,
490,541274828,10,
491,541274828,11,
492,541274828,12,
493,541274828,13,
494,541274828,14,
495,541274828,15,
496,541274828,16,
497,541274828,17,
498,541274828,18,
499,541274828,19,
500,541274828,20,
501,541274828,21,
502,541274828,22,
503,541274828,23,
504,541274828,24,
505,541274828,25,
506,541274828,26,
507,541274828,27,
508,541274828,28,
509,541274828,29,
510,541274828,30,
511,541274828,31,
itary Training Facility 2F Warehouse Corridor - Explosive
239,Military Training Facility 1F Elevator Corridor - ??? (Maybe The Detector?),16,Military Training Facility 1F Elevator Corridor - ??? (Maybe The Detector?)
240,Military Training Facility 1F Elevator Corridor - Zombie,15,Military Training Facility 1F Elevator Corridor - Zombie
241,Military Training Facility 1F Elevator Corridor - Zombie,14,Military Training Facility 1F Elevator Corridor - Zombie
242,Military Training Facility B1 Basement Storehouse - Hunter,13,Military Training Facility B1 Basement Storehouse - Hunter
243,,12,
244,Military Training Facility B1 Boiler Room - Zombie,11,Military Training Facility B1 Boiler Room - Zombie
245,Military Training Facility B1 Boiler Room - Zombie,10,Military Training Facility B1 Boiler Room - Zombie
246,Military Training Facility B1 Boiler Room - Zombie,9,Military Training Facility B1 Boiler Room - Zombie
247,Military Training Facility B1 Boiler Room - Zombie,8,Military Training Facility B1 Boiler Room - Zombie
248,Military Training Facility B3 Tomb - Glup Worm,7,Military Training Facility B3 Tomb - Glup Worm
249,Military Training Facility B1 Underground Passage - Spider,6,Military Training Facility B1 Underground Passage - Spider
250,Military Training Facility B1 Underground Passage - Spider,5,Military Training Facility B1 Underground Passage - Spider
251,Airport Check-in - Zombie,4,Airport Check-in - Zombie
252,Airport Check-in - Zombie,3,Airport Check-in - Zombie
253,Airport Check-in - Zombie,2,Airport Check-in - Zombie
254,,1,
255,Airport Check-in - Zombie,0,Airport Check-in - Zombie
256,,31,
257,,30,
258,,29,
259,Airport Bridge - Hunter,28,Airport Bridge - Hunter
260,,27,
261,,26,
262,,25,
263,,24,
264,,23,
265,,22,
266,Antartic Transport Terminal B1 Silo - Tenticle,21,Antartic Transport Terminal B1 Silo - Tenticle
267,Antartic Transport Terminal B1 Silo - Tenticle,20,Antartic Transport Terminal B1 Silo - Tenticle
268,,19,
269,,18,
270,,17,
271,,16,
272,Antartic Transport Terminal B1 Tool Storeroom - Zombie,15,Antartic Transport Terminal B1 Tool Storeroom - Zombie
273,Antartic Transport Terminal B1 Tool Storeroom - Zombie,14,Antartic Transport Terminal B1 Tool Storeroom - Zombie
274,Antartic Transport Terminal B1 Tool Storeroom - Zombie,13,Antartic Transport Terminal B1 Tool Storeroom - Zombie
275,Antartic Transport Terminal B2 Frozen Corridor - Zombie,12,Antartic Transport Terminal B2 Frozen Corridor - Zombie
276,Antartic Transport Terminal B2 Frozen Corridor - Zombie,11,Antartic Transport Terminal B2 Frozen Corridor - Zombie
277,,10,
278,,9,
279,,8,
280,,7,
281,,6,
282,,5,
283,,4,
284,,3,
285,,2,
286,,1,
287,,0,
288,,31,
289,,30,
290,,29,
291,,28,
292,,27,
293,,26,
294,,25,
295,,24,
296,,23,
297,,22,
298,,21,
299,,20,
300,,19,
301,,18,
302,,17,
303,,16,
304,,15,
305,,14,
306,,13,
307,,12,
308,,11,
309,,10,
310,,9,
311,Antartic Transport Terminal B1 Mining Room - Zombie,8,Antartic Transport Terminal B1 Mining Room - Zombie
312,Antartic Transport Terminal B1 Mining Room - Zombie,7,Antartic Transport Terminal B1 Mining Room - Zombie
313,Antartic Transport Terminal B1 Mining Room - Zombie,6,Antartic Transport Terminal B1 Mining Room - Zombie
314,Antartic Transport Terminal B1 Mining Room - Zombie,5,Antartic Transport Terminal B1 Mining Room - Zombie
315,Antartic Transport Terminal B1 Mining Room - Zombie,4,Antartic Transport Terminal B1 Mining Room - Zombie
316,,3,
317,,2,
318,,1,
319,Antartic Transport Terminal B1 Corridor - Hunter,0,Antartic Transport Terminal B1 Corridor - Hunter
320,,31,
321,,30,
322,,29,
323,,28,
324,,27,
325,,26,
326,,25,
327,,24,
328,Antartic Transport Terminal B5 Mansion Courtyard - Hunter,23,Antartic Transport Terminal B5 Mansion Courtyard - Hunter
329,,22,
330,,21,
331,,20,
332,,19,
333,,18,
334,,17,
335,,16,
336,,15,
337,,14,
338,,13,
339,,12,
340,,11,
341,,10,
342,,9,
343,,8,
344,,7,
345,,6,
346,,5,
347,,4,
348,,3,
349,,2,
350,,1,
351,,0,
352,,31,
353,,30,
354,,29,
355,,28,
356,,27,
357,,26,
358,,25,
359,,24,
360,,23,
361,,22,
362,,21,
363,,20,
364,,19,
365,,18,
366,,17,
367,,16,
368,,15,
369,,14,
370,,13,
371,,12,
372,,11,
373,,10,
374,,9,
375,,8,
376,,7,
377,,6,
378,,5,
379,,4,
380,,3,
381,,2,
382,,1,
383,,0,
384,,31,
385,,30,
386,,29,
387,,28,
388,,27,
389,,26,
390,,25,
391,,24,
392,,23,
393,,22,
394,,21,
395,,20,
396,,19,
397,,18,
398,,17,
399,,16,
400,,15,
401,,14,
402,,13,
403,,12,
404,,11,
405,,10,
406,,9,
407,,8,
408,,7,
409,,6,
410,,5,
411,,4,
412,,3,
413,,2,
414,,1,
415,,0,
416,,31,
417,,30,
418,,29,
419,,28,
420,,27,
421,,26,
422,,25,
423,,24,
424,,23,
425,,22,
426,,21,
427,,20,
428,,19,
429,,18,
430,,17,
431,,16,
432,,15,
433,,14,
434,,13,
435,,12,
436,,11,
437,,10,
438,,9,
439,,8,
440,,7,
441,,6,
442,,5,
443,,4,
444,,3,
445,,2,
446,,1,
447,,0,
448,,31,
449,,30,
450,,29,
451,,28,
452,,27,
453,,26,
454,,25,
455,,24,
456,,23,
457,,22,
458,,21,
459,,20,
460,,19,
461,,18,
462,,17,
463,,16,
464,,15,
465,,14,
466,,13,
467,,12,
468,,11,
469,,10,
470,,9,
471,,8,
472,,7,
473,,6,
474,,5,
475,,4,
476,,3,
477,,2,
478,,1,
479,,0,
480,,31,
481,,30,
482,,29,
483,,28,
484,,27,
485,,26,
486,,25,
487,,24,
488,,23,
489,,22,
490,,21,
491,,20,
492,,19,
493,,18,
494,,17,
495,,16,
496,,15,
497,,14,
498,,13,
499,,12,
500,,11,
501,,10,
502,,9,
503,,8,
504,,7,
505,,6,
506,,5,
507,,4,
508,,3,
509,,2,
510,,1,
511,,0,
