Index,Pointer,Bit,Name
161,541274660,1,Palace 1F Bathroom - F. Aid Spray
162,541274660,2,
163,541274660,3,Palace 1F Bathroom - ???
164,541274660,4,
165,541274660,5,Palace 1F Display Room - Handgun Bullets
166,541274660,6,Palace 1F Umbrella Meeting Room - Handgun Bullets
167,541274660,7,Palace 1F Corridor - Handgun Bullets
168,541274660,8,Palace 1F Corridor - Red Herb
169,541274660,9,Palace 1F Corridor - ???
170,541274660,10,
171,541274660,11,Palace 2F Secretarys Office - Ink Ribbon
172,541274660,12,Palace 2F Secretarys Office - Handgun Bullets
173,541274660,13,Palace 2F Secretarys Office - Green Herb
174,541274660,14,Palace 2F Alfreds Office - Handgun Bullets
175,541274660,15,Palace 2F Alfreds Office - Blue Herb
176,541274660,16,Palace 2F Casino Lounge - Handgun Bullets
177,541274660,17,Palace 2F Casino Lounge - Green Herb
178,541274660,18,Palace 2F Casino Lounge - Green Herb
179,541274660,19,Palace 2F Casino Lounge - Bow Gun Powder
180,541274660,20,
181,541274660,21,
182,541274660,22,Palace B1 Dock - Palace Map
183,541274660,23,Palace B1 Dock - Handgun Bullets
184,541274660,24,Palace B1 Dock - Bow Gun Arrows
185,541274660,25,
186,541274660,26,Palace B1 Submarine - Sidepack
187,541274660,27,Private Residence Courtyard - ???
188,541274660,28,Private Residence Courtyard - Red Herb
189,541274660,29,Private Residence Entrance Hall - Handgun Bullets
190,541274660,30,Private Residence Entrance Hall - F. Aid Spray
191,541274660,31,Private Residence 1F Dining Room - Bow Gun Arrows
192,541274664,0,Private Residence 1F Dining Room - Ink Ribbon
193,541274664,1,Private Residence 1F Dining Room - Handgun Bullets
194,541274664,2,Private Residence 2F Bedroom Corridor - Green Herb
195,541274664,3,Private Residence 2F Bedroom Corridor - Handgun Bullets
196,541274664,4,Private Residence 3F Play Room - ???
197,541274664,5,Private Residence 3F Play Room - Green Herb
198,541274664,6,Private Residence 4F Private Study - Handgun Bullets
199,541274664,7,Private Residence 4F Private Study - Ink Ribbon
200,541274664,8,Military Training Facility Garage - Handgun Bullets
201,541274664,9,Military Training Facility Back Courtyard - ???
202,541274664,10,Military Training Facility 1F Tank Yard - Bow Gun Arrows
203,541274664,11,Military Training Facility 1F Elevator Corridor - Handgun Bullets
204,541274664,12,Military Training Facility 1F Diorama Room - F. Aid Spray
205,541274664,13,Military Training Facility 1F Diorama Room - Ink Ribbon
206,541274664,14,Military Training Facility 1F Lockers - Bow Gun Arrows
207,541274664,15,Military Training Facility 1F Lockers - Bow Gun Arrows
208,541274664,16,Military Training Facility 1F Lockers - Bow Gun Arrows
209,541274664,17,
210,541274664,18,Military Training Facility 1F Front Office - Training Facility Map
211,541274664,19,Military Training Facility 1F Front Office - Bow Gun Powder
212,541274664,20,Military Training Facility 1F Front Office - Bow Gun Arrows
213,541274664,21,
214,541274664,22,Military Training Facility 1F Front Office - Green Herb
215,541274664,23,
216,541274664,24,
217,541274664,25,Military Training Facility Lobby - Red Herb
218,541274664,26,Military Training Facility Lobby - Bow Gun Arrows
219,541274664,27,Military Training Facility 1F Excercise Yard - Bow Gun Arrows
220,541274664,28,
221,541274664,29,
222,541274664,30,
223,541274664,31,
224,541274668,0,Military Training Facility 2F Warehouse Managers Room - Ink Ribbon
225,541274668,1,Military Training Facility 2F Warehouse Managers Room - Green Herb
226,541274668,2,Military Training Facility 2F Warehouse Managers Room - ???
227,541274668,3,Military Training Facility 2F Warehouse Managers Room - Green Herb
228,541274668,4,Military Training Facility 2F Command Center - ???
229,541274668,5,Military Training Facility 2F Command Center - Green Herb
230,541274668,6,Military Training Facility 2F Command Center - Green Herb
231,541274668,7,
232,541274668,8,Military Training Facility 2F Emergency Door - Bow Gun
233,541274668,9,Military Training Facility 2F Biological Laboratory - Acid Rounds
234,541274668,10,Military Training Facility 2F Biological Laboratory Security Camera - ???
235,541274668,11,Military Training Facility 2F Warehouse Corridor - Handgun Bullets
236,541274668,12,Military Training Facility 2F Warehouse Corridor - Handgun Bullets
237,541274668,13,Military Training Facility B1 Basement Storehouse - Grenade Launcher
238,541274668,14,Military Training Facility B1 Basement Storehouse - Zombie
239,541274668,15,Military Training Facility B1 Basement Storehouse Cargo Lift - Bow Gun Arrows
240,541274668,16,Military Training Facility B1 Basement Storehouse Lab - ???
241,541274668,17,
242,541274668,18,
243,541274668,19,Military Training Facility B1 Weapon Repair Shop - Acid Rounds
244,541274668,20,
245,541274668,21,
246,541274668,22,
247,541274668,23,Airport Check-in - Shotgun Shells (Chris)
248,541274668,24,Airport Check-in - Handgun Bullets
249,541274668,25,Airport Check-in - Ink Ribbon
250,541274668,26,Airport Check-in - Shotgun Shells
251,541274668,27,Airport Cargo Bay - Bow Gun Arrows
252,541274668,28,Airport Cargo Bay - ???
253,541274668,29,Airport Cargo Transport - Green Herb
254,541274668,30,Airport Cargo Transport - Green Herb
255,541274668,31,Airport Cargo Transport - Handgun Bullets
256,541274672,0,Airport Cargo Transport - Grenade Rounds
257,541274672,1,Transport Plane Cockpit - Ink Ribbon
258,541274672,2,Antartic Transport Terminal B1 Workmans Bunkhouse - F. Aid Spray
259,541274672,3,Antartic Transport Terminal B1 Workmans Bunkhouse - Handgun Bullets
260,541274672,4,Antartic Transport Terminal B1 Workmans Bunkhouse - Bow Gun Powder
261,541274672,5,Antartic Transport Terminal B1 Workmans Bunkhouse - Ink Ribbon
262,541274672,6,Antartic Transport Terminal B1 Workmans Bunkhouse - Handgun Bullets
263,541274672,7,Antartic Transport Terminal B1 Workmans Bunkhouse - Handgun Bullets
264,541274672,8,Antartic Transport Terminal B1 Workmans Bunkhouse - Antarctic Transportation Base Map
265,541274672,9,Antartic Transport Terminal B1 Workmans Bunkhouse - Handgun Bullets
266,541274672,10,Antartic Transport Terminal B1 Tool Storeroom - Handgun Bullets
267,541274672,11,Antartic Transport Terminal B1 Tool Storeroom - Ink Ribbon
268,541274672,12,Antartic Transport Terminal B1 Tool Storeroom - Blue Herb
269,541274672,13,Antartic Transport Terminal B1 Tool Storeroom - Green Herb
270,541274672,14,Antartic Transport Terminal B1 Tool Storeroom - Handgun Bullets
271,541274672,15,Antartic Transport Terminal B2 Frozen Corridor - ???
272,541274672,16,Antartic Transport Terminal B2 Office - Ink Ribbon
273,541274672,17,Antartic Transport Terminal B2 Office - Green Herb
274,541274672,18,Antartic Transport Terminal B2 Office - Bow Gun Arrows
275,541274672,19,
276,541274672,20,Antartic Transport Terminal Mining Room - Sniper Rifle
277,541274672,21,
278,541274672,22,Antartic Transport Terminal Power Room - Green Herb
279,541274672,23,Antartic Transport Terminal Power Room - Green Herb
280,541274672,24,Antartic Transport Terminal Power Room - Green Herb
281,541274672,25,Antartic Transport Terminal Power Room - Handgun Bullets
282,541274672,26,Antartic Transport Terminal Power Room - Handgun Bullets
283,541274672,27,
284,541274672,28,
285,541274672,29,Antartic Transport Terminal B2 Weapon Room - Assault Rifle
286,541274672,30,
287,541274672,31,
288,541274676,0,Antartic Transport Terminal B2 Weapon Room - Magnum
289,541274676,1,Antartic Transport Terminal B2 Weapon Room - Detonator
290,541274676,2,
291,541274676,3,Antartic Transport Terminal B2 B.O.W. Room - Bow Gun Arrows
292,541274676,4,Antartic Transport Terminal B2 B.O.W. Room - Blue Herb
293,541274676,5,Antartic Transport Terminal B2 B.O.W. Room - Green Herb
294,541274676,6,Antartic Transport Terminal B2 B.O.W. Room - Handgun Bullets
295,541274676,7,Antartic Transport Terminal B2 B.O.W. Room - Handgun Bullets
296,541274676,8,Antartic Transport Terminal 1F Helipad - Handgun Bullets
297,541274676,9,Antartic Transport Terminal 1F Helipad - ???
298,541274676,10,Antartic Transport Terminal 1F Helipad - F. Aid Spray
299,541274676,11,Military Training Facility 1F Tank Yard - Handgun Bullets
300,541274676,12,Military Training Facility 1F Diorama Room - ???
301,541274676,13,Military Training Facility 1F Diorama Room - Shotgun Shells
302,541274676,14,Military Training Facility 1F Diorama Room - Green Herb
303,541274676,15,Military Training Facility 1F Diorama Room - ???
304,541274676,16,Military Training Facility 1F Diorama Room - Shotgun Shells
305,541274676,17,Military Training Facility B1 Chemical Storage Room - ???
306,541274676,18,Military Training Facility B1 Chemical Storage Room - Shotgun Shells
307,541274676,19,Military Training Facility B1 Chemical Storage Room - ???
308,541274676,20,Military Training Facility B1 Chemical Storage Room - Red Herbs
309,541274676,21,Military Training Facility B1 Chemical Storage Room - Blue Herbs
310,541274676,22,Military Training Facility B1 Chemical Storage Room - Handgun Bullets
311,541274676,23,
312,541274676,24,Military Training Facility Iron Walkway - Flame Rounds
313,541274676,25,Military Training Facility Iron Walkway - Red Herb
314,541274676,26,Military Training Facility Iron Walkway - Red Herb
315,541274676,27,
316,541274676,28,Military Training Facility Iron Walkway - Handgun Bullets
317,541274676,29,Military Training Facility Iron Walkway - Ink Ribbon
318,541274676,30,Military Training Facility Specimen Lab - A. Rifle Bullets
319,541274676,31,Military Training Facility Specimen Lab - Green Herb
320,541274680,0,
321,541274680,1,Military Training Facility B2 Jet Hangar Corridor - Blue Herb
322,541274680,2,Military Training Facility B2 Jet Hangar Corridor - Shotgun Shells
323,541274680,3,Military Training Facility B2 Jet Hangar Corridor - Green Herb
324,541274680,4,Military Training Facility B2 Captins Room - Acid Rounds
325,541274680,5,Military Training Facility B2 Captins Room - Ink Ribbon
326,541274680,6,Military Training Facility B2 Captins Room - Luger Replica
327,541274680,7,Military Training Facility B2 Captins Room - Shotgun Shells
328,541274680,8,Military Training Facility B2 Captins Room - Handgun Bullets
329,541274680,9,Military Training Facility B2 Captins Room - Green Herb
330,541274680,10,Military Training Facility B2 Water Pool - Handgun Bullets
331,541274680,11,Military Training Facility B2 Water Pool - Green Herb
332,541274680,12,Military Training Facility B2 Water Pool - Green Herb
333,541274680,13,Military Training Facility B2 Water Pool - Blue Herb
334,541274680,14,
335,541274680,15,
336,541274680,16,Military Training Facility Garage - Handgun Bullets
337,541274680,17,Military Training Facility 1F Excercise Yard - Shotgun Shells
338,541274680,18,
339,541274680,19,Military Training Facility 1F Front Office - ???
340,541274680,20,
341,541274680,21,Military Training Facility 1F Front Office - ???
342,541274680,22,Military Training Facility 1F Front Office - Acid Rounds
343,541274680,23,Military Training Facility 1F Front Office - Shotgun Shells
344,541274680,24,Military Training Facility 1F Lobby - Bow Gun Powder
345,541274680,25,Military Training Facility 2F Warehouse Corridor - Bow Gun Arrows
346,541274680,26,Military Training Facility 2F Warehouse Corridor - Sidepack
347,541274680,27,
348,541274680,28,
349,541274680,29,
350,541274680,30,Military Training Facility B3 Cave - Ink Ribbon
351,541274680,31,Military Training Facility B3 Cave - ???
352,541274684,0,Military Training Facility B3 Cave - Green Herb
353,541274684,1,Military Training Facility B3 Cave - Sub Machine Gun
354,541274684,2,Military Training Facility B3 Cave - Bow Gun Arrows
355,541274684,3,Military Training Facility B3 Tomb - Green Herb
356,541274684,4,Military Training Facility B3 Tomb - Blue Herb
357,541274684,5,Military Training Facility B3 Tomb - Handgun Bullets
358,541274684,6,Military Training Facility B3 Tomb - Bow Gun Arrows
359,541274684,7,Military Training Facility B1 Underground Passage - Grenade Rounds
360,541274684,8,Military Training Facility B1 Underground Passage - Green Herb
361,541274684,9,
362,541274684,10,Antartic Transport Terminal B1 Workmans Bunkhouse - Grenade Rounds
363,541274684,11,Antartic Transport Terminal B1 Tool Storeroom - Shotgun Shells
364,541274684,12,Antartic Transport Terminal B1 Tool Storeroom - Duralumin Case
365,541274684,13,Antartic Transport Terminal B2 Office - Ink Ribbon
366,541274684,14,
367,541274684,15,
368,541274684,16,
369,541274684,17,
370,541274684,18,
371,541274684,19,
372,541274684,20,
373,541274684,21,
374,541274684,22,Antartic Transport Terminal B5 Mansion Courtyard - ???
375,541274684,23,
376,541274684,24,
377,541274684,25,
378,541274684,26,
379,541274684,27,
380,541274684,28,
381,541274684,29,
382,541274684,30,
383,541274684,31,
384,541274688,0,
385,541274688,1,
386,541274688,2,
387,541274688,3,
388,541274688,4,
389,541274688,5,
390,541274688,6,
391,541274688,7,
392,541274688,8,
393,541274688,9,
394,541274688,10,
395,541274688,11,
396,541274688,12,
397,541274688,13,
398,541274688,14,
399,541274688,15,
400,541274688,16,
401,541274688,17,
402,541274688,18,
403,541274688,19,
404,541274688,20,
405,541274688,21,
406,541274688,22,
407,541274688,23,
408,541274688,24,
409,541274688,25,
410,541274688,26,
411,541274688,27,
412,541274688,28,
413,541274688,29,
414,541274688,30,
415,541274688,31,
416,541274692,0,
417,541274692,1,
418,541274692,2,
419,541274692,3,
420,541274692,4,
421,541274692,5,
422,541274692,6,
423,541274692,7,
424,541274692,8,
425,541274692,9,
426,541274692,10,
427,541274692,11,
428,541274692,12,
429,541274692,13,
430,541274692,14,
431,541274692,15,
432,541274692,16,
433,541274692,17,
434,541274692,18,
435,541274692,19,
436,541274692,20,
437,541274692,21,
438,541274692,22,Military Training Facility B1 Weapon Repair Shop - Handgun Bullets
439,541274692,23,Military Training Facility B1 Basement Storehouse - Grenade Rounds
440,541274692,24,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets
441,541274692,25,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets
442,541274692,26,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets
443,541274692,27,
444,541274692,28,
445,541274692,29,
446,541274692,30,
447,541274692,31,
448,541274696,0,
449,541274696,1,
450,541274696,2,
451,541274696,3,
452,541274696,4,
453,541274696,5,
454,541274696,6,
455,541274696,7,
456,541274696,8,
457,541274696,9,
458,541274696,10,
459,541274696,11,
460,541274696,12,
461,541274696,13,
462,541274696,14,
463,541274696,15,
464,541274696,16,
465,541274696,17,
466,541274696,18,
467,541274696,19,
468,541274696,20,
469,541274696,21,
470,541274696,22,
471,541274696,23,
472,541274696,24,
473,541274696,25,
474,541274696,26,
475,541274696,27,
476,541274696,28,
477,541274696,29,
478,541274696,30,
479,541274696,31,
480,541274700,0,
481,541274700,1,
482,541274700,2,
483,541274700,3,
484,541274700,4,
485,541274700,5,
486,541274700,6,
487,541274700,7,
488,541274700,8,
489,541274700,9,
490,541274700,10,
491,541274700,11,
492,541274700,12,
493,541274700,13,
494,541274700,14,
495,541274700,15,
496,541274700,16,
497,541274700,17,
498,541274700,18,
499,541274700,19,
500,541274700,20,
501,541274700,21,
502,541274700,22,
503,541274700,23,
504,541274700,24,
505,541274700,25,
506,541274700,26,
507,541274700,27,
508,541274700,28,
509,541274700,29,
510,541274700,30,
511,541274700,31,
 - ???,19,Military Training Facility 1F Diorama Room - ???
301,Military Training Facility 1F Diorama Room - Shotgun Shells,18,Military Training Facility 1F Diorama Room - Shotgun Shells
302,Military Training Facility 1F Diorama Room - Green Herb,17,Military Training Facility 1F Diorama Room - Green Herb
303,Military Training Facility 1F Diorama Room - ???,16,Military Training Facility 1F Diorama Room - ???
304,Military Training Facility 1F Diorama Room - Shotgun Shells,15,Military Training Facility 1F Diorama Room - Shotgun Shells
305,Military Training Facility B1 Chemical Storage Room - ???,14,Military Training Facility B1 Chemical Storage Room - ???
306,Military Training Facility B1 Chemical Storage Room - Shotgun Shells,13,Military Training Facility B1 Chemical Storage Room - Shotgun Shells
307,Military Training Facility B1 Chemical Storage Room - ???,12,Military Training Facility B1 Chemical Storage Room - ???
308,Military Training Facility B1 Chemical Storage Room - Red Herbs,11,Military Training Facility B1 Chemical Storage Room - Red Herbs
309,Military Training Facility B1 Chemical Storage Room - Blue Herbs,10,Military Training Facility B1 Chemical Storage Room - Blue Herbs
310,Military Training Facility B1 Chemical Storage Room - Handgun Bullets,9,Military Training Facility B1 Chemical Storage Room - Handgun Bullets
311,,8,
312,Military Training Facility Iron Walkway - Flame Rounds,7,Military Training Facility Iron Walkway - Flame Rounds
313,Military Training Facility Iron Walkway - Red Herb,6,Military Training Facility Iron Walkway - Red Herb
314,Military Training Facility Iron Walkway - Red Herb,5,Military Training Facility Iron Walkway - Red Herb
315,,4,
316,Military Training Facility Iron Walkway - Handgun Bullets,3,Military Training Facility Iron Walkway - Handgun Bullets
317,Military Training Facility Iron Walkway - Ink Ribbon,2,Military Training Facility Iron Walkway - Ink Ribbon
318,Military Training Facility Specimen Lab - A. Rifle Bullets,1,Military Training Facility Specimen Lab - A. Rifle Bullets
319,Military Training Facility Specimen Lab - Green Herb,0,Military Training Facility Specimen Lab - Green Herb
320,,31,
321,Military Training Facility B2 Jet Hangar Corridor - Blue Herb,30,Military Training Facility B2 Jet Hangar Corridor - Blue Herb
322,Military Training Facility B2 Jet Hangar Corridor - Shotgun Shells,29,Military Training Facility B2 Jet Hangar Corridor - Shotgun Shells
323,Military Training Facility B2 Jet Hangar Corridor - Green Herb,28,Military Training Facility B2 Jet Hangar Corridor - Green Herb
324,Military Training Facility B2 Captins Room - Acid Rounds,27,Military Training Facility B2 Captins Room - Acid Rounds
325,Military Training Facility B2 Captins Room - Ink Ribbon,26,Military Training Facility B2 Captins Room - Ink Ribbon
326,Military Training Facility B2 Captins Room - Luger Replica,25,Military Training Facility B2 Captins Room - Luger Replica
327,Military Training Facility B2 Captins Room - Shotgun Shells,24,Military Training Facility B2 Captins Room - Shotgun Shells
328,Military Training Facility B2 Captins Room - Handgun Bullets,23,Military Training Facility B2 Captins Room - Handgun Bullets
329,Military Training Facility B2 Captins Room - Green Herb,22,Military Training Facility B2 Captins Room - Green Herb
330,Military Training Facility B2 Water Pool - Handgun Bullets,21,Military Training Facility B2 Water Pool - Handgun Bullets
331,Military Training Facility B2 Water Pool - Green Herb,20,Military Training Facility B2 Water Pool - Green Herb
332,Military Training Facility B2 Water Pool - Green Herb,19,Military Training Facility B2 Water Pool - Green Herb
333,Military Training Facility B2 Water Pool - Blue Herb,18,Military Training Facility B2 Water Pool - Blue Herb
334,,17,
335,,16,
336,Military Training Facility Garage - Handgun Bullets,15,Military Training Facility Garage - Handgun Bullets
337,Military Training Facility 1F Excercise Yard - Shotgun Shells,14,Military Training Facility 1F Excercise Yard - Shotgun Shells
338,,13,
339,Military Training Facility 1F Front Office - ???,12,Military Training Facility 1F Front Office - ???
340,,11,
341,Military Training Facility 1F Front Office - ???,10,Military Training Facility 1F Front Office - ???
342,Military Training Facility 1F Front Office - Acid Rounds,9,Military Training Facility 1F Front Office - Acid Rounds
343,Military Training Facility 1F Front Office - Shotgun Shells,8,Military Training Facility 1F Front Office - Shotgun Shells
344,Military Training Facility 1F Lobby - Bow Gun Powder,7,Military Training Facility 1F Lobby - Bow Gun Powder
345,Military Training Facility 2F Warehouse Corridor - Bow Gun Arrows,6,Military Training Facility 2F Warehouse Corridor - Bow Gun Arrows
346,Military Training Facility 2F Warehouse Corridor - Sidepack,5,Military Training Facility 2F Warehouse Corridor - Sidepack
347,,4,
348,,3,
349,,2,
350,Military Training Facility B3 Cave - Ink Ribbon,1,Military Training Facility B3 Cave - Ink Ribbon
351,Military Training Facility B3 Cave - ???,0,Military Training Facility B3 Cave - ???
352,Military Training Facility B3 Cave - Green Herb,31,Military Training Facility B3 Cave - Green Herb
353,Military Training Facility B3 Cave - Sub Machine Gun,30,Military Training Facility B3 Cave - Sub Machine Gun
354,Military Training Facility B3 Cave - Bow Gun Arrows,29,Military Training Facility B3 Cave - Bow Gun Arrows
355,Military Training Facility B3 Tomb - Green Herb,28,Military Training Facility B3 Tomb - Green Herb
356,Military Training Facility B3 Tomb - Blue Herb,27,Military Training Facility B3 Tomb - Blue Herb
357,Military Training Facility B3 Tomb - Handgun Bullets,26,Military Training Facility B3 Tomb - Handgun Bullets
358,Military Training Facility B3 Tomb - Bow Gun Arrows,25,Military Training Facility B3 Tomb - Bow Gun Arrows
359,Military Training Facility B1 Underground Passage - Grenade Rounds,24,Military Training Facility B1 Underground Passage - Grenade Rounds
360,Military Training Facility B1 Underground Passage - Green Herb,23,Military Training Facility B1 Underground Passage - Green Herb
361,,22,
362,Antartic Transport Terminal B1 Workmans Bunkhouse - Grenade Rounds,21,Antartic Transport Terminal B1 Workmans Bunkhouse - Grenade Rounds
363,Antartic Transport Terminal B1 Tool Storeroom - Shotgun Shells,20,Antartic Transport Terminal B1 Tool Storeroom - Shotgun Shells
364,Antartic Transport Terminal B1 Tool Storeroom - Duralumin Case,19,Antartic Transport Terminal B1 Tool Storeroom - Duralumin Case
365,Antartic Transport Terminal B2 Office - Ink Ribbon,18,Antartic Transport Terminal B2 Office - Ink Ribbon
366,,17,
367,,16,
368,,15,
369,,14,
370,,13,
371,,12,
372,,11,
373,,10,
374,Antartic Transport Terminal B5 Mansion Courtyard - ???,9,Antartic Transport Terminal B5 Mansion Courtyard - ???
375,,8,
376,,7,
377,,6,
378,,5,
379,,4,
380,,3,
381,,2,
382,,1,
383,,0,
384,,31,
385,,30,
386,,29,
387,,28,
388,,27,
389,,26,
390,,25,
391,,24,
392,,23,
393,,22,
394,,21,
